Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Lightweight Bout,False,False, 1, KO/TKO, Slam to, Vinc Pichel, Rustam Khabilov, Vinc Pichel, Rustam Khabilov,0,0,0,0,0,0,0,4,0,0,3,0,0.0,0,0,0,1,0,0.0,4,0,0.0,0,0,0,0,0,0,0,5,6,83,0,1,0,19,13,68,18,12,67.0,1,1,100.0,0,0,0,4,0,0.0,2,2,100.0,13,11,85.0
Welterweight Bout,False,False, 2, Submission, Triangle Choke From Bottom Guard Technical Submission, TJ Waldburger, Nick Catone, Nick Catone, TJ Waldburger,0,1,2,50,0,1,1,16,10,62,11,6,55.0,2,1,50.0,3,3,100.0,3,1,34.0,6,4,67.0,7,5,72.0,1,1,5,20,4,0,0,17,13,76,14,10,72.0,2,2,100.0,1,1,100.0,5,3,60.0,3,3,100.0,9,7,78.0
Bantamweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Reuben Duran, Hugo Viana, Reuben Duran, Hugo Viana,0,0,0,0,0,0,0,30,8,26,24,4,17.0,5,3,60.0,1,1,100.0,27,5,19.0,3,3,100.0,0,0,0,3,0,0,0,0,0,0,39,22,56,34,18,53.0,4,4,100.0,1,0,0.0,32,17,54.0,0,0,0,7,5,72.0
Lightweight Bout,False,False, 3, Submission, Armbar From Bottom Guard, Mike Rio, John Cofer, John Cofer, Mike Rio,0,0,0,0,0,1,3,59,31,52,46,19,42.0,9,9,100.0,4,3,75.0,44,20,46.0,11,7,64.0,4,4,100.0,0,4,11,36,1,5,0,67,30,44,50,15,30.0,5,5,100.0,12,10,84.0,52,19,37.0,13,10,77.0,2,1,50.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Jared Papazian, Tim Elliott, Jared Papazian, Tim Elliott,0,0,1,0,0,1,1,97,36,37,87,28,33.0,7,5,72.0,3,3,100.0,87,30,35.0,6,4,67.0,4,2,50.0,1,7,14,50,4,9,0,69,36,52,57,26,46.0,9,7,78.0,3,3,100.0,58,27,47.0,5,4,80.0,6,5,84.0
Lightweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, George Sotiropoulos, Ross Pearson, George Sotiropoulos, Ross Pearson,0,1,6,16,0,1,0,113,34,30,98,27,28.0,14,6,43.0,1,1,100.0,106,31,30.0,7,3,43.0,0,0,0,2,0,1,0,0,0,0,100,50,50,81,32,40.0,13,12,93.0,6,6,100.0,88,40,46.0,11,9,82.0,1,1,100.0
Ultimate Fighter Australia vs. UK Welterweight Tournament Title Bout,False,False, 3, Decision - Unanimous,, Robert Whittaker, Bradley Scott, Bradley Scott, Robert Whittaker,0,1,5,20,0,1,0,171,55,32,133,29,22.0,29,18,63.0,9,8,89.0,154,42,28.0,15,11,74.0,2,2,100.0,1,0,0,0,0,0,0,202,83,41,172,64,38.0,25,15,60.0,5,4,80.0,167,60,36.0,24,17,71.0,11,6,55.0
Ultimate Fighter Australia vs. UK Lightweight Tournament Title Bout,False,False, 3, Decision - Unanimous,, Colin Fletcher, Norman Parke, Colin Fletcher, Norman Parke,0,0,0,0,0,1,0,141,56,39,85,21,25.0,24,10,42.0,32,25,79.0,136,54,40.0,5,2,40.0,0,0,0,0,6,9,66,0,7,0,98,42,42,77,29,38.0,13,6,47.0,8,7,88.0,89,35,40.0,2,1,50.0,7,6,86.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head At Distance, Hector Lombard, Rousimar Palhares, Rousimar Palhares, Hector Lombard,0,0,0,0,0,0,0,13,6,46,6,0,0.0,2,2,100.0,5,4,80.0,13,6,47.0,0,0,0,0,0,0,2,0,0,0,0,0,0,46,24,52,43,23,54.0,3,1,34.0,0,0,0,33,15,46.0,3,2,67.0,10,7,70.0
Featherweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Chad Mendes, Yaotzin Meza, Yaotzin Meza, Chad Mendes,0,0,0,0,0,0,0,15,2,13,10,0,0.0,2,1,50.0,3,1,34.0,15,2,14.0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,10,76,6,4,67.0,2,2,100.0,5,4,80.0,11,8,73.0,0,0,0,2,2,100.0
Light Heavyweight Bout,False,True, 3, Overturned,, Igor Pokrajac, Joey Beltran,,,0,0,2,0,0,0,0,94,48,51,84,39,47.0,7,6,86.0,3,3,100.0,77,34,45.0,17,14,83.0,0,0,0,0,0,3,0,0,0,0,139,65,46,101,32,32.0,27,22,82.0,11,11,100.0,87,20,23.0,52,45,87.0,0,0,0
Light Heavyweight Bout,False,True, 3, Overturned,, Igor Pokrajac, Joey Beltran,,,0,0,2,0,0,0,0,94,48,51,84,39,47.0,7,6,86.0,3,3,100.0,77,34,45.0,17,14,83.0,0,0,0,0,0,3,0,0,0,0,139,65,46,101,32,32.0,27,22,82.0,11,11,100.0,87,20,23.0,52,45,87.0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Mike Pierce, Seth Baczynski, Seth Baczynski, Mike Pierce,0,0,0,0,0,0,0,106,34,32,95,24,26.0,8,7,88.0,3,3,100.0,103,33,33.0,3,1,34.0,0,0,0,0,6,12,50,0,1,0,48,16,33,48,16,34.0,0,0,0,0,0,0,35,10,29.0,4,3,75.0,9,3,34.0
Welterweight Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Benny Alloway, Manuel Rodriguez, Manuel Rodriguez, Benny Alloway,0,3,4,75,0,3,0,12,4,33,12,4,34.0,0,0,0,0,0,0,12,4,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,16,61,19,10,53.0,3,3,100.0,4,3,75.0,17,9,53.0,4,2,50.0,5,5,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Brendan Loughnane, Mike Wilkinson, Brendan Loughnane, Mike Wilkinson,1,0,2,0,0,0,0,119,75,63,77,36,47.0,12,11,92.0,30,28,94.0,109,67,62.0,10,8,80.0,0,0,0,0,1,12,8,0,0,0,159,54,33,124,29,24.0,10,9,90.0,25,16,64.0,145,45,32.0,12,7,59.0,2,2,100.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Nick Penner, Cody Donovan, Nick Penner, Cody Donovan,1,0,0,0,0,1,0,18,7,38,17,6,36.0,1,1,100.0,0,0,0,12,5,42.0,3,1,34.0,3,1,34.0,1,1,1,100,0,1,0,27,19,70,16,9,57.0,10,9,90.0,1,1,100.0,11,6,55.0,9,8,89.0,7,5,72.0
UFC Lightweight Title Bout,False,False, 5, Decision - Unanimous,, Benson Henderson, Nate Diaz, Nate Diaz, Benson Henderson,0,0,6,0,2,0,0,83,30,36,55,8,15.0,18,12,67.0,10,10,100.0,52,5,10.0,31,25,81.0,0,0,0,1,8,12,66,0,3,0,198,124,62,126,63,50.0,33,29,88.0,39,32,83.0,51,26,51.0,37,31,84.0,110,67,61.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Mauricio Rua, Alexander Gustafsson, Mauricio Rua, Alexander Gustafsson,0,1,3,33,1,0,0,95,41,43,69,23,34.0,13,7,54.0,13,11,85.0,76,27,36.0,19,14,74.0,0,0,0,0,6,12,50,0,2,0,156,72,46,134,57,43.0,13,9,70.0,9,6,67.0,123,47,39.0,14,10,72.0,19,15,79.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, BJ Penn, Rory MacDonald, BJ Penn, Rory MacDonald,0,0,2,0,0,0,0,89,24,26,82,20,25.0,7,4,58.0,0,0,0,84,21,25.0,5,3,60.0,0,0,0,0,1,3,33,0,0,0,203,116,57,148,78,53.0,41,29,71.0,14,9,65.0,185,105,57.0,16,10,63.0,2,1,50.0
Welterweight Bout,False,False, 2, KO/TKO, Punches to Head At Distance, Mike Swick, Matt Brown, Mike Swick, Matt Brown,0,0,2,0,0,1,0,29,9,31,29,9,32.0,0,0,0,0,0,0,25,5,20.0,3,3,100.0,1,1,100.0,1,1,1,100,2,0,0,39,25,64,26,13,50.0,13,12,93.0,0,0,0,18,8,45.0,19,15,79.0,2,2,100.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Yves Edwards, Jeremy Stephens, Jeremy Stephens, Yves Edwards,0,0,1,0,0,0,0,21,5,23,18,3,17.0,1,1,100.0,2,1,50.0,20,4,20.0,1,1,100.0,0,0,0,1,0,1,0,0,0,0,21,8,38,16,5,32.0,2,1,50.0,3,2,67.0,19,6,32.0,0,0,0,2,2,100.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Raphael Assuncao, Mike Easton, Mike Easton, Raphael Assuncao,0,0,3,0,0,0,0,155,30,19,118,7,6.0,14,3,22.0,23,20,87.0,153,29,19.0,2,1,50.0,0,0,0,0,0,6,0,0,0,0,156,57,36,118,28,24.0,12,6,50.0,26,23,89.0,140,45,33.0,16,12,75.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Ramsey Nijem, Joe Proctor, Joe Proctor, Ramsey Nijem,0,0,0,0,4,1,0,68,21,30,61,17,28.0,4,2,50.0,3,2,67.0,58,17,30.0,9,3,34.0,1,1,100.0,1,5,10,50,0,2,0,117,49,41,92,35,39.0,18,9,50.0,7,5,72.0,81,32,40.0,20,9,45.0,16,8,50.0
Lightweight Bout,False,False, 2, KO/TKO, Kick to Head At Distance, Daron Cruickshank, Henry Martinez, Henry Martinez, Daron Cruickshank,0,0,2,0,0,0,0,102,21,20,93,16,18.0,4,1,25.0,5,4,80.0,87,17,20.0,15,4,27.0,0,0,0,1,0,0,0,0,0,0,91,52,57,61,28,46.0,27,21,78.0,3,3,100.0,57,30,53.0,34,22,65.0,0,0,0
Lightweight Bout,False,False, 2, KO/TKO, Knees to Body On Ground, Marcus LeVesseur, Abel Trujillo, Marcus LeVesseur, Abel Trujillo,0,2,10,20,0,0,0,16,9,56,7,3,43.0,1,1,100.0,8,5,63.0,6,3,50.0,10,6,60.0,0,0,0,1,1,1,100,2,0,0,75,57,76,36,22,62.0,32,28,88.0,7,7,100.0,10,1,10.0,33,28,85.0,32,28,88.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Dennis Siver, Nam Phan, Nam Phan, Dennis Siver,0,0,0,0,0,0,0,120,24,20,94,17,19.0,19,2,11.0,7,5,72.0,120,24,20.0,0,0,0,0,0,0,0,2,4,50,0,4,0,273,128,46,216,91,43.0,32,15,47.0,25,22,88.0,222,87,40.0,3,2,67.0,48,39,82.0
Bantamweight Bout,False,False, 1, Submission, Rear Naked Choke, Scott Jorgensen, John Albert, John Albert, Scott Jorgensen,0,0,0,0,1,1,1,10,5,50,10,5,50.0,0,0,0,0,0,0,8,3,38.0,0,0,0,2,2,100.0,0,0,1,0,1,2,0,18,12,66,14,8,58.0,3,3,100.0,1,1,100.0,4,1,25.0,0,0,0,14,11,79.0
UFC Welterweight Title Bout,False,False, 5, Decision - Unanimous,, Georges St-Pierre, Carlos Condit, Carlos Condit, Georges St-Pierre,1,0,0,0,0,0,1,148,36,24,117,27,24.0,13,4,31.0,18,5,28.0,128,23,18.0,1,0,0.0,19,13,69.0,0,7,8,87,0,8,0,132,71,53,104,52,50.0,16,14,88.0,12,5,42.0,67,26,39.0,1,0,0.0,64,45,71.0
Welterweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Johny Hendricks, Martin Kampmann, Martin Kampmann, Johny Hendricks,0,0,0,0,0,0,0,4,0,0,3,0,0.0,1,0,0.0,0,0,0,4,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,42,7,3,43.0,0,0,0,0,0,0,6,2,34.0,0,0,0,1,1,100.0
Middleweight Bout,False,False, 3, Decision - Split,, Francis Carmont, Tom Lawlor, Tom Lawlor, Francis Carmont,0,2,8,25,2,0,0,75,20,26,67,14,21.0,2,0,0.0,6,6,100.0,68,18,27.0,6,2,34.0,1,0,0.0,0,0,2,0,1,0,0,84,34,40,57,15,27.0,22,15,69.0,5,4,80.0,56,16,29.0,24,17,71.0,4,1,25.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Mark Bocek, Rafael Dos Anjos, Mark Bocek, Rafael Dos Anjos,0,0,11,0,1,0,0,59,19,32,38,4,11.0,6,3,50.0,15,12,80.0,47,12,26.0,12,7,59.0,0,0,0,0,4,5,80,0,2,0,134,54,40,103,33,33.0,21,14,67.0,10,7,70.0,90,26,29.0,30,20,67.0,14,8,58.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Mark Hominick, Pablo Garza, Mark Hominick, Pablo Garza,1,1,1,100,0,0,0,66,39,59,39,18,47.0,19,14,74.0,8,7,88.0,50,26,52.0,2,1,50.0,14,12,86.0,0,2,5,40,1,1,0,197,83,42,161,54,34.0,26,19,74.0,10,10,100.0,117,39,34.0,10,4,40.0,70,40,58.0
Middleweight Bout,False,False, 1, DQ, Punches to Back of Head by Sakara, Patrick Cote, Alessio Sakara, Alessio Sakara, Patrick Cote,1,0,0,0,0,0,0,34,24,70,26,19,74.0,8,5,63.0,0,0,0,10,3,30.0,14,12,86.0,10,9,90.0,0,0,0,0,0,0,0,33,14,42,27,9,34.0,3,3,100.0,3,2,67.0,23,8,35.0,10,6,60.0,0,0,0
Light Heavyweight Bout,False,False, 1, Submission, Rear Naked Choke, Cyrille Diabate, Chad Griggs, Chad Griggs, Cyrille Diabate,0,1,2,50,0,0,0,3,2,66,1,0,0.0,1,1,100.0,1,1,100.0,2,2,100.0,1,0,0.0,0,0,0,1,2,2,100,1,4,0,7,6,85,6,6,100.0,1,0,0.0,0,0,0,2,1,50.0,3,3,100.0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Sam Stout, John Makdessi, Sam Stout, John Makdessi,0,0,5,0,0,0,0,369,63,17,318,31,10.0,33,16,49.0,18,16,89.0,366,62,17.0,1,0,0.0,2,1,50.0,0,0,0,0,0,0,0,157,84,53,125,66,53.0,20,9,45.0,12,9,75.0,155,82,53.0,2,2,100.0,0,0,0
Featherweight Bout,False,False, 3, Decision - Split,, Antonio Carvalho, Rodrigo Damm, Rodrigo Damm, Antonio Carvalho,0,0,0,0,0,0,0,158,50,31,119,30,26.0,12,8,67.0,27,12,45.0,158,50,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,48,32,96,9,10.0,2,0,0.0,52,39,75.0,150,48,32.0,0,0,0,0,0,0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Matthew Riddle, John Maguire, John Maguire, Matthew Riddle,0,0,6,0,2,0,0,109,37,33,99,30,31.0,1,0,0.0,9,7,78.0,107,35,33.0,2,2,100.0,0,0,0,0,1,4,25,0,0,0,163,45,27,122,22,19.0,17,6,36.0,24,17,71.0,143,30,21.0,15,15,100.0,5,0,0.0
Bantamweight Bout,False,False, 1, Submission, Armbar From Bottom Guard, Ivan Menjivar, Azamat Gashimov, Azamat Gashimov, Ivan Menjivar,0,1,1,100,0,0,0,13,4,30,11,3,28.0,1,0,0.0,1,1,100.0,8,2,25.0,0,0,0,5,2,40.0,0,0,0,0,1,0,0,10,6,60,5,3,60.0,3,1,34.0,2,2,100.0,8,4,50.0,0,0,0,2,2,100.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Steven Siler, Darren Elkins, Steven Siler, Darren Elkins,0,0,0,0,1,0,0,48,15,31,40,8,20.0,4,4,100.0,4,3,75.0,37,9,25.0,10,5,50.0,1,1,100.0,0,6,7,85,6,3,0,91,44,48,76,36,48.0,12,5,42.0,3,3,100.0,34,10,30.0,16,11,69.0,41,23,57.0
Middleweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Rich Franklin, Cung Le, Rich Franklin, Cung Le,0,0,0,0,0,0,0,21,12,57,14,6,43.0,0,0,0,7,6,86.0,21,12,58.0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,8,50,11,4,37.0,3,2,67.0,2,2,100.0,16,8,50.0,0,0,0,0,0,0
Light Heavyweight Bout,False,True, 3, Overturned, Failed Drug Test by Silva, Thiago Silva, Stanislav Nedkov,,,0,1,1,100,1,3,0,95,62,65,46,20,44.0,16,12,75.0,33,30,91.0,47,26,56.0,40,30,75.0,8,6,75.0,1,0,4,0,0,1,0,70,18,25,58,10,18.0,3,1,34.0,9,7,78.0,46,5,11.0,22,13,60.0,2,0,0.0
Light Heavyweight Bout,False,True, 3, Overturned, Failed Drug Test by Silva, Thiago Silva, Stanislav Nedkov,,,0,1,1,100,1,3,0,95,62,65,46,20,44.0,16,12,75.0,33,30,91.0,47,26,56.0,40,30,75.0,8,6,75.0,1,0,4,0,0,1,0,70,18,25,58,10,18.0,3,1,34.0,9,7,78.0,46,5,11.0,22,13,60.0,2,0,0.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Dong Hyun Kim, Paulo Thiago, Paulo Thiago, Dong Hyun Kim,0,0,0,0,0,0,0,10,2,20,7,0,0.0,2,1,50.0,1,1,100.0,8,1,13.0,2,1,50.0,0,0,0,0,3,6,50,2,3,0,40,22,55,32,18,57.0,3,1,34.0,5,3,60.0,7,0,0.0,0,0,0,33,22,67.0
Lightweight Bout,False,False, 3, Decision - Split,, Takanori Gomi, Mac Danzig, Mac Danzig, Takanori Gomi,0,2,5,40,1,1,0,122,64,52,97,48,50.0,16,9,57.0,9,7,78.0,102,51,50.0,13,9,70.0,7,4,58.0,1,1,2,50,0,1,0,140,54,38,108,31,29.0,19,11,58.0,13,12,93.0,128,43,34.0,11,10,91.0,1,1,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Tiequan Zhang, Jon Tuck, Tiequan Zhang, Jon Tuck,0,2,2,100,0,1,0,93,40,43,81,33,41.0,3,2,67.0,9,5,56.0,93,40,44.0,0,0,0,0,0,0,0,0,0,0,2,5,1,82,36,43,66,24,37.0,14,10,72.0,2,2,100.0,81,35,44.0,1,1,100.0,0,0,0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Takeya Mizugaki, Jeff Hougland, Jeff Hougland, Takeya Mizugaki,0,1,7,14,0,0,0,25,14,56,12,5,42.0,11,8,73.0,2,1,50.0,19,8,43.0,5,5,100.0,1,1,100.0,0,4,4,100,0,2,0,112,63,56,98,53,55.0,10,7,70.0,4,3,75.0,26,10,39.0,9,6,67.0,77,47,62.0
Bantamweight Bout,False,False, 3, Decision - Split,, Alex Caceres, Motonobu Tezuka, Motonobu Tezuka, Alex Caceres,0,2,12,16,0,1,0,75,22,29,56,8,15.0,2,1,50.0,17,13,77.0,74,21,29.0,1,1,100.0,0,0,0,0,0,0,0,0,1,0,124,64,51,92,40,44.0,18,14,78.0,14,10,72.0,115,55,48.0,6,6,100.0,3,3,100.0
Flyweight Bout,False,False, 3, Decision - Unanimous,, Yasuhiro Urushitani, John Lineker, Yasuhiro Urushitani, John Lineker,0,0,1,0,0,0,0,158,62,39,110,34,31.0,26,13,50.0,22,15,69.0,158,62,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,77,34,140,38,28.0,62,28,46.0,22,11,50.0,218,74,34.0,4,1,25.0,2,2,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Riki Fukuda, Tom DeBlass, Tom DeBlass, Riki Fukuda,0,0,0,0,0,0,0,120,44,36,98,26,27.0,11,9,82.0,11,9,82.0,111,35,32.0,9,9,100.0,0,0,0,0,3,5,60,0,1,0,164,85,51,102,35,35.0,26,18,70.0,36,32,89.0,122,45,37.0,34,32,95.0,8,8,100.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Knee to Body At Distance, Anderson Silva, Stephan Bonnar, Stephan Bonnar, Anderson Silva,0,0,3,0,0,0,0,43,12,27,33,9,28.0,7,2,29.0,3,1,34.0,27,6,23.0,16,6,38.0,0,0,0,1,0,0,0,0,0,0,27,19,70,23,15,66.0,4,4,100.0,0,0,0,7,4,58.0,12,10,84.0,8,5,63.0
Heavyweight Bout,False,False, 2, Submission, Armbar On Ground, Minotauro Nogueira, Dave Herman, Dave Herman, Minotauro Nogueira,0,2,2,100,0,1,0,32,13,40,19,3,16.0,8,5,63.0,5,5,100.0,26,11,43.0,3,1,34.0,3,1,34.0,1,1,3,33,3,4,0,49,20,40,48,19,40.0,0,0,0,1,1,100.0,40,17,43.0,2,0,0.0,7,3,43.0
Light Heavyweight Bout,False,False, 2, TKO - Doctor's Stoppage, Stoppage Between Rounds, Glover Teixeira, Fabio Maldonado, Fabio Maldonado, Glover Teixeira,0,0,0,0,0,0,0,36,10,27,34,9,27.0,2,1,50.0,0,0,0,36,10,28.0,0,0,0,0,0,0,1,3,3,100,1,5,0,145,85,58,143,84,59.0,2,1,50.0,0,0,0,45,19,43.0,2,0,0.0,98,66,68.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Jon Fitch, Erick Silva, Erick Silva, Jon Fitch,0,2,3,66,2,1,0,33,19,57,23,12,53.0,7,4,58.0,3,3,100.0,10,4,40.0,14,7,50.0,9,8,89.0,0,6,9,66,2,4,1,131,82,62,112,69,62.0,14,10,72.0,5,3,60.0,12,5,42.0,28,16,58.0,91,61,68.0
Light Heavyweight Bout,False,False, 2, Submission, Anaconda Choke On Ground, Phil Davis, Wagner Prado, Wagner Prado, Phil Davis,0,0,0,0,0,0,0,11,2,18,9,0,0.0,2,2,100.0,0,0,0,10,1,10.0,1,1,100.0,0,0,0,0,5,6,83,2,4,0,49,29,59,33,16,49.0,13,11,85.0,3,2,67.0,14,3,22.0,6,5,84.0,29,21,73.0
Welterweight Bout,False,False, 1, Submission, Rear Naked Choke, Demian Maia, Rick Story, Rick Story, Demian Maia,0,0,0,0,0,0,0,5,3,60,3,1,34.0,2,2,100.0,0,0,0,4,2,50.0,1,1,100.0,0,0,0,0,3,5,60,1,1,0,8,5,62,7,4,58.0,1,1,100.0,0,0,0,1,1,100.0,0,0,0,7,4,58.0
Featherweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, Rony Jason, Sam Sicilia, Sam Sicilia, Rony Jason,0,1,1,100,0,0,0,96,39,40,78,28,36.0,16,10,63.0,2,1,50.0,83,31,38.0,1,1,100.0,12,7,59.0,0,1,1,100,1,0,0,96,46,47,77,33,43.0,18,12,67.0,1,1,100.0,86,36,42.0,2,2,100.0,8,8,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Gleison Tibau, Francisco Trinaldo, Francisco Trinaldo, Gleison Tibau,1,0,0,0,2,2,0,97,45,46,77,27,36.0,16,14,88.0,4,4,100.0,58,19,33.0,18,15,84.0,21,11,53.0,0,5,6,83,2,3,0,63,36,57,52,26,50.0,7,6,86.0,4,4,100.0,34,13,39.0,20,17,85.0,9,6,67.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Diego Brandao, Joey Gambino, Joey Gambino, Diego Brandao,0,0,4,0,1,0,0,109,39,35,88,22,25.0,12,9,75.0,9,8,89.0,102,33,33.0,2,2,100.0,5,4,80.0,1,3,4,75,0,3,0,77,33,42,60,22,37.0,8,4,50.0,9,7,78.0,57,20,36.0,3,3,100.0,17,10,59.0
Welterweight Bout,False,False, 3, Submission, Rear Naked Choke, Sergio Moraes, Renee Forte, Renee Forte, Sergio Moraes,0,0,0,0,0,0,0,76,26,34,59,12,21.0,10,7,70.0,7,7,100.0,62,16,26.0,8,5,63.0,6,5,84.0,0,4,11,36,1,2,0,45,16,35,36,13,37.0,8,3,38.0,1,0,0.0,40,14,35.0,4,1,25.0,1,1,100.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Luiz Cane, Chris Camozzi, Luiz Cane, Chris Camozzi,0,1,3,33,1,1,0,133,55,41,115,42,37.0,11,6,55.0,7,7,100.0,123,49,40.0,8,4,50.0,2,2,100.0,0,0,1,0,0,0,0,269,97,36,226,67,30.0,19,11,58.0,24,19,80.0,263,93,36.0,6,4,67.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Split,, Cristiano Marcello, Reza Madadi, Reza Madadi, Cristiano Marcello,0,3,4,75,0,0,0,151,77,50,140,70,50.0,8,5,63.0,3,2,67.0,131,64,49.0,20,13,65.0,0,0,0,0,0,1,0,0,0,0,241,72,29,205,52,26.0,24,12,50.0,12,8,67.0,229,68,30.0,10,4,40.0,2,0,0.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Travis Browne, Antonio Silva, Travis Browne, Antonio Silva,0,0,0,0,0,0,0,19,8,42,13,2,16.0,2,2,100.0,4,4,100.0,16,6,38.0,3,2,67.0,0,0,0,1,0,2,0,0,0,0,20,15,75,13,8,62.0,1,1,100.0,6,6,100.0,11,7,64.0,4,4,100.0,5,4,80.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Jake Ellenberger, Jay Hieron, Jay Hieron, Jake Ellenberger,0,0,2,0,0,0,0,127,32,25,107,17,16.0,5,3,60.0,15,12,80.0,125,31,25.0,2,1,50.0,0,0,0,0,2,4,50,0,0,0,81,25,30,72,18,25.0,3,1,34.0,6,6,100.0,72,19,27.0,3,1,34.0,6,5,84.0
Flyweight Bout,False,False, 2, KO/TKO, Punch to Head At Distance, John Dodson, Jussier Formiga, Jussier Formiga, John Dodson,0,0,5,0,0,0,0,37,9,24,36,8,23.0,1,1,100.0,0,0,0,37,9,25.0,0,0,0,0,0,0,2,0,2,0,0,0,0,112,33,29,93,20,22.0,14,8,58.0,5,5,100.0,102,23,23.0,0,0,0,10,10,100.0
Welterweight Bout,False,False, 1, Submission, Guillotine Choke Standing Technical Submission, Josh Neer, Justin Edwards, Josh Neer, Justin Edwards,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,6,85,5,4,80.0,1,1,100.0,1,1,100.0,7,6,86.0,0,0,0,0,0,0
