Bout Information,Draw,No Contest,Round Finished,Method,Details,Fighter1,Fighter2,Loser,Winner,Loser Knockdowns,Loser Attempted Takedowns,Loser Takedowns Succeed,Loser Takedown Success Percentage,Loser Submission Attempts,Loser Guard Passages,Loser Reversals,Loser Attempted Significant Strikes,Loser Landed Significant Strikes,Loser Significant Landed Strikes Percentage,Loser Head Attempted Significant Strikes,Loser Head Landed Significant Strikes,Loser Head Landed Significant Strikes Percentage,Loser Body Attempted Significant Strikes,Loser Body Landed Significant Strikes,Loser Body Landed Significant Strikes Percentage,Loser Leg Attempted Significant Strikes,Loser Leg Landed Significant Strikes,Loser Leg Landed Significant Strikes Percentage,Loser At Distance Attempted Significant Strikes,Loser At Distance Landed Significant Strikes,Loser At Distance Landed Significant Strikes Percentage,Loser On Ground Attempted Significant Strikes,Loser On Ground Landed Significant Strikes,Loser On Ground Landed Significant Strikes Percentage,Loser In Clinch Attempted Significant Strikes,Loser In Clinch Landed Significant Strikes,Loser In Clinch Landed Significant Strikes Percentage,Winner Knockdowns,Winner Attempted Takedowns,Winner Takedowns Succeed,Winner Takedown Success Percentage,Winner Submission Attempts,Winner Guard Passages,Winner Reversals,Winner Attempted Significant Strikes,Winner Landed Significant Strikes,Winner Significant Landed Strikes Percentage,Winner Head Attempted Significant Strikes,Winner Head Landed Significant Strikes,Winner Head Landed Significant Strikes Percentage,Winner Body Attempted Significant Strikes,Winner Body Landed Significant Strikes,Winner Body Landed Significant Strikes Percentage,Winner Leg Attempted Significant Strikes,Winner Leg Landed Significant Strikes,Winner Leg Landed Significant Strikes Percentage,Winner At Distance Attempted Significant Strikes,Winner At Distance Landed Significant Strikes,Winner At Distance Landed Significant Strikes Percentage,Winner On Ground Attempted Significant Strikes,Winner On Ground Landed Significant Strikes,Winner On Ground Landed Significant Strikes Percentage,Winner In Clinch Attempted Significant Strikes,Winner In Clinch Landed Significant Strikes,Winner In Clinch Landed Significant Strikes Percentage
Middleweight Bout,False,False, 2, KO/TKO, Punches to Head From Back Control, Rob Kimmons, Dongi Yang, Rob Kimmons, Dongi Yang,0,1,1,100,0,0,0,15,1,6,15,1,7.0,0,0,0,0,0,0,12,1,9.0,2,0,0.0,1,0,0.0,1,1,1,100,2,9,1,71,57,80,60,46,77.0,9,9,100.0,2,2,100.0,14,8,58.0,0,0,0,57,49,86.0
Middleweight Bout,False,False, 2, Submission, Kneebar On Ground, David Branch, Rousimar Palhares, David Branch, Rousimar Palhares,0,1,1,100,0,0,0,23,6,26,18,2,12.0,3,2,67.0,2,2,100.0,16,3,19.0,0,0,0,7,3,43.0,0,0,2,0,3,0,0,3,2,66,2,2,100.0,0,0,0,1,0,0.0,3,2,67.0,0,0,0,0,0,0
Light Heavyweight Bout,False,False, 1, KO/TKO, to Corner Stoppage, Igor Pokrajac, Todd Brown, Todd Brown, Igor Pokrajac,0,0,3,0,0,0,0,23,15,65,14,6,43.0,3,3,100.0,6,6,100.0,15,7,47.0,8,8,100.0,0,0,0,1,0,0,0,0,0,0,38,17,44,38,17,45.0,0,0,0,0,0,0,35,14,40.0,3,3,100.0,0,0,0
Welterweight Bout,True,False, 3, Decision - Majority,, BJ Penn, Jon Fitch,,,0,2,3,66,1,2,0,29,12,41,25,9,36.0,1,1,100.0,3,2,67.0,10,1,10.0,15,8,54.0,4,3,75.0,0,4,11,36,0,0,2,72,47,65,51,29,57.0,12,9,75.0,9,9,100.0,6,5,84.0,27,16,60.0,39,26,67.0
Welterweight Bout,True,False, 3, Decision - Majority,, BJ Penn, Jon Fitch,,,0,2,3,66,1,2,0,29,12,41,25,9,36.0,1,1,100.0,3,2,67.0,10,1,10.0,15,8,54.0,4,3,75.0,0,4,11,36,0,0,2,72,47,65,51,29,57.0,12,9,75.0,9,9,100.0,6,5,84.0,27,16,60.0,39,26,67.0
Middleweight Bout,False,False, 2, KO/TKO, Punches to Head In Clinch, Michael Bisping, Jorge Rivera, Jorge Rivera, Michael Bisping,0,0,0,0,0,0,0,53,8,15,48,6,13.0,3,0,0.0,2,2,100.0,52,8,16.0,1,0,0.0,0,0,0,1,3,8,37,0,0,0,123,50,40,113,40,36.0,5,5,100.0,5,5,100.0,89,28,32.0,23,15,66.0,11,7,64.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, George Sotiropoulos, Dennis Siver, George Sotiropoulos, Dennis Siver,0,0,13,0,0,0,0,204,38,18,176,28,16.0,18,6,34.0,10,4,40.0,200,38,19.0,4,0,0.0,0,0,0,2,0,0,0,0,0,0,226,74,32,181,40,23.0,17,12,71.0,28,22,79.0,214,67,32.0,9,4,45.0,3,3,100.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Brian Ebersole, Chris Lytle, Chris Lytle, Brian Ebersole,0,0,0,0,5,1,2,66,24,36,48,13,28.0,17,11,65.0,1,0,0.0,54,19,36.0,12,5,42.0,0,0,0,1,4,8,50,1,0,0,61,32,52,42,17,41.0,10,9,90.0,9,6,67.0,33,15,46.0,13,8,62.0,15,9,60.0
Middleweight Bout,False,False, 1, Submission, Rear Naked Choke, Chris Camozzi, Kyle Noke, Chris Camozzi, Kyle Noke,0,0,1,0,0,0,0,7,4,57,3,0,0.0,2,2,100.0,2,2,100.0,7,4,58.0,0,0,0,0,0,0,0,1,1,100,1,2,0,10,4,40,8,2,25.0,1,1,100.0,1,1,100.0,9,3,34.0,0,0,0,1,1,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Ross Pearson, Spencer Fisher, Spencer Fisher, Ross Pearson,0,1,1,100,0,0,0,151,38,25,128,21,17.0,8,4,50.0,15,13,87.0,142,33,24.0,8,4,50.0,1,1,100.0,0,3,6,50,0,1,0,198,59,29,158,38,25.0,23,10,44.0,17,11,65.0,180,50,28.0,12,8,67.0,6,1,17.0
Light Heavyweight Bout,False,False, 1, Submission, Rear Naked Choke, Alexander Gustafsson, James Te Huna, James Te Huna, Alexander Gustafsson,0,1,4,25,0,1,0,6,6,100,6,6,100.0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100.0,0,1,2,50,2,2,0,9,4,44,9,4,45.0,0,0,0,0,0,0,3,0,0.0,0,0,0,6,4,67.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Nick Ring, Riki Fukuda, Riki Fukuda, Nick Ring,0,6,9,66,0,3,0,82,28,34,68,20,30.0,7,4,58.0,7,4,58.0,68,19,28.0,12,8,67.0,2,1,50.0,0,0,1,0,0,0,0,125,41,32,82,13,16.0,7,6,86.0,36,22,62.0,119,36,31.0,6,5,84.0,0,0,0
Light Heavyweight Bout,False,False, 1, Submission, Rear Naked Choke, Tom Blackledge, Anthony Perosh, Tom Blackledge, Anthony Perosh,0,0,0,0,0,0,0,13,8,61,11,6,55.0,1,1,100.0,1,1,100.0,9,4,45.0,0,0,0,4,4,100.0,0,1,4,25,1,3,0,13,7,53,13,7,54.0,0,0,0,0,0,0,6,3,50.0,0,0,0,7,4,58.0
Featherweight Bout,False,False, 1, Submission, Guillotine Choke After Drop to Guard, Tiequan Zhang, Jason Reinhardt, Jason Reinhardt, Tiequan Zhang,0,0,0,0,0,0,0,6,2,33,5,1,20.0,0,0,0,1,1,100.0,5,2,40.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,11,4,36,11,4,37.0,0,0,0,0,0,0,10,4,40.0,1,0,0.0,0,0,0
Heavyweight Bout,False,False, 2, KO/TKO, Punch to Head In Clinch, Mark Hunt, Chris Tuchscherer, Chris Tuchscherer, Mark Hunt,0,1,4,25,0,1,0,37,9,24,36,8,23.0,1,1,100.0,0,0,0,35,7,20.0,1,1,100.0,1,1,100.0,1,0,0,0,0,0,0,43,14,32,41,14,35.0,2,0,0.0,0,0,0,41,13,32.0,2,1,50.0,0,0,0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Maciej Jewtuszko, Curt Warburton, Maciej Jewtuszko, Curt Warburton,0,0,0,0,0,0,0,67,30,44,55,19,35.0,9,9,100.0,3,2,67.0,61,26,43.0,6,4,67.0,0,0,0,0,4,7,57,0,4,0,58,18,31,49,13,27.0,1,1,100.0,8,4,50.0,42,14,34.0,3,1,34.0,13,3,24.0
UFC Middleweight Title Bout,False,False, 1, KO/TKO, Kick to Head At Distance, Anderson Silva, Vitor Belfort, Vitor Belfort, Anderson Silva,0,0,0,0,0,0,0,15,6,40,13,4,31.0,0,0,0,2,2,100.0,12,5,42.0,2,1,50.0,1,0,0.0,1,0,0,0,0,0,0,10,6,60,8,4,50.0,0,0,0,2,2,100.0,7,3,43.0,1,1,100.0,2,2,100.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Forrest Griffin, Rich Franklin, Rich Franklin, Forrest Griffin,0,1,2,50,0,0,0,104,33,31,89,21,24.0,13,10,77.0,2,2,100.0,100,30,30.0,4,3,75.0,0,0,0,0,5,7,71,0,0,0,155,50,32,120,28,24.0,20,12,60.0,15,10,67.0,119,33,28.0,5,3,60.0,31,14,46.0
Light Heavyweight Bout,False,False, 2, Submission, Guillotine Choke From Half Guard, Jon Jones, Ryan Bader, Ryan Bader, Jon Jones,0,0,2,0,0,0,0,24,5,20,21,3,15.0,1,0,0.0,2,2,100.0,24,5,21.0,0,0,0,0,0,0,0,2,2,100,3,2,0,42,20,47,25,4,16.0,10,10,100.0,7,6,86.0,29,10,35.0,0,0,0,13,10,77.0
Welterweight Bout,False,False, 3, Decision - Split,, Jake Ellenberger, Carlos Eduardo Rocha, Carlos Eduardo Rocha, Jake Ellenberger,0,0,5,0,2,3,1,76,21,27,54,8,15.0,5,2,40.0,17,11,65.0,70,19,28.0,4,1,25.0,2,1,50.0,0,3,5,60,0,1,0,76,25,32,61,16,27.0,10,6,60.0,5,3,60.0,57,17,30.0,13,6,47.0,6,2,34.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Miguel Torres, Antonio Banuelos, Antonio Banuelos, Miguel Torres,0,0,0,0,0,0,0,135,10,7,120,9,8.0,10,0,0.0,5,1,20.0,126,8,7.0,9,2,23.0,0,0,0,0,0,0,0,0,0,0,188,73,38,175,61,35.0,6,5,84.0,7,7,100.0,184,72,40.0,4,1,25.0,0,0,0
Lightweight Bout,False,False, 2, Submission, Rear Naked Choke, Donald Cerrone, Paul Kelly, Paul Kelly, Donald Cerrone,0,0,0,0,2,0,0,75,22,29,64,16,25.0,8,4,50.0,3,2,67.0,68,21,31.0,5,1,20.0,2,0,0.0,0,3,4,75,1,7,0,74,37,50,46,14,31.0,15,13,87.0,13,10,77.0,56,26,47.0,6,2,34.0,12,9,75.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Chad Mendes, Michihiro Omigawa, Michihiro Omigawa, Chad Mendes,0,0,1,0,2,0,0,92,18,19,88,15,18.0,3,2,67.0,1,1,100.0,88,15,18.0,4,3,75.0,0,0,0,0,4,10,40,0,2,0,123,56,45,102,39,39.0,7,4,58.0,14,13,93.0,96,38,40.0,1,1,100.0,26,17,66.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Norifumi Yamamoto, Demetrious Johnson, Norifumi Yamamoto, Demetrious Johnson,0,0,2,0,0,0,0,65,16,24,59,12,21.0,5,3,60.0,1,1,100.0,59,14,24.0,5,2,40.0,1,0,0.0,0,10,15,66,0,4,0,102,38,37,73,17,24.0,15,12,80.0,14,9,65.0,82,23,29.0,17,12,71.0,3,3,100.0
Lightweight Bout,False,False, 2, KO/TKO, Kick to Head In Clinch, Paul Taylor, Gabe Ruediger, Gabe Ruediger, Paul Taylor,0,0,6,0,0,0,0,49,17,34,38,10,27.0,7,5,72.0,4,2,50.0,35,11,32.0,14,6,43.0,0,0,0,1,0,1,0,0,0,0,61,37,60,54,31,58.0,3,3,100.0,4,3,75.0,44,25,57.0,15,11,74.0,2,1,50.0
Light Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head In Clinch, Kyle Kingsbury, Ricardo Romero, Ricardo Romero, Kyle Kingsbury,0,0,0,0,0,0,0,3,1,33,3,1,34.0,0,0,0,0,0,0,3,1,34.0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,9,69,9,5,56.0,3,3,100.0,1,1,100.0,3,2,67.0,6,5,84.0,4,2,50.0
Welterweight Bout,False,False, 2, KO/TKO, Punches to Head On Ground, Mike Pierce, Kenny Robertson, Kenny Robertson, Mike Pierce,0,0,0,0,0,0,0,36,12,33,22,3,14.0,13,9,70.0,1,0,0.0,18,1,6.0,18,11,62.0,0,0,0,1,2,4,50,1,0,0,37,19,51,33,15,46.0,3,3,100.0,1,1,100.0,17,6,36.0,9,4,45.0,11,9,82.0
Lightweight Bout,False,False, 1, KO/TKO, Knees to Head In Clinch, Melvin Guillard, Evan Dunham, Evan Dunham, Melvin Guillard,0,1,6,16,0,0,0,10,2,20,6,0,0.0,4,2,50.0,0,0,0,10,2,20.0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,17,51,30,15,50.0,3,2,67.0,0,0,0,17,8,48.0,9,6,67.0,7,3,43.0
Heavyweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Matt Mitrione, Tim Hague, Tim Hague, Matt Mitrione,0,0,3,0,0,0,0,8,3,37,4,0,0.0,1,0,0.0,3,3,100.0,8,3,38.0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,16,59,21,11,53.0,0,0,0,6,5,84.0,20,10,50.0,1,1,100.0,6,5,84.0
Featherweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Mark Hominick, George Roop, George Roop, Mark Hominick,0,0,1,0,0,0,0,32,12,37,23,4,18.0,2,1,50.0,7,7,100.0,32,12,38.0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,9,56,14,8,58.0,2,1,50.0,0,0,0,15,8,54.0,0,0,0,1,1,100.0
Heavyweight Bout,False,False, 3, Decision - Unanimous,, Pat Barry, Joey Beltran, Joey Beltran, Pat Barry,0,0,6,0,0,0,0,177,55,31,150,35,24.0,10,7,70.0,17,13,77.0,134,26,20.0,43,29,68.0,0,0,0,1,0,0,0,0,1,0,90,46,51,56,14,25.0,2,2,100.0,32,30,94.0,86,43,50.0,2,1,50.0,2,2,100.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Cole Miller, Matt Wiman, Cole Miller, Matt Wiman,0,0,1,0,0,0,0,53,22,41,40,10,25.0,13,12,93.0,0,0,0,33,7,22.0,19,14,74.0,1,1,100.0,0,1,1,100,1,1,0,165,76,46,148,62,42.0,2,1,50.0,15,13,87.0,69,22,32.0,11,7,64.0,85,47,56.0
Lightweight Bout,False,False, 2, Submission, Rear Naked Choke Technical Submission, Cody McKenzie, Yves Edwards, Cody McKenzie, Yves Edwards,0,2,9,22,0,2,0,72,16,22,65,12,19.0,4,2,50.0,3,2,67.0,60,11,19.0,5,1,20.0,7,4,58.0,0,0,0,0,1,3,0,75,33,44,55,15,28.0,12,11,92.0,8,7,88.0,65,27,42.0,7,3,43.0,3,3,100.0
Welterweight Bout,False,False, 1, Submission, Injury Back Injury, DaMarques Johnson, Mike Guymon, Mike Guymon, DaMarques Johnson,0,0,1,0,0,0,0,1,1,100,0,0,0,0,0,0,1,1,100.0,1,1,100.0,0,0,0,0,0,0,0,1,1,100,0,6,0,4,2,50,4,2,50.0,0,0,0,0,0,0,1,0,0.0,0,0,0,3,2,67.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Rani Yahya, Mike Brown, Mike Brown, Rani Yahya,0,1,1,100,0,0,0,31,15,48,22,7,32.0,3,2,67.0,6,6,100.0,16,1,7.0,8,7,88.0,7,7,100.0,0,3,11,27,2,4,1,58,40,68,28,18,65.0,17,10,59.0,13,12,93.0,28,16,58.0,6,5,84.0,24,19,80.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Waylon Lowe, Willamy Freire, Willamy Freire, Waylon Lowe,0,1,1,100,0,1,0,50,23,46,40,16,40.0,5,3,60.0,5,4,80.0,33,7,22.0,2,2,100.0,15,14,94.0,0,4,8,50,0,2,0,28,15,53,24,11,46.0,4,4,100.0,0,0,0,21,11,53.0,2,1,50.0,5,3,60.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Charlie Brenneman, Amilcar Alves, Amilcar Alves, Charlie Brenneman,0,0,1,0,0,0,0,20,10,50,12,5,42.0,4,4,100.0,4,1,25.0,14,6,43.0,3,3,100.0,3,1,34.0,0,3,9,33,0,9,0,35,26,74,15,6,40.0,6,6,100.0,14,14,100.0,9,2,23.0,1,1,100.0,25,23,92.0
Bantamweight Bout,False,False, 3, Decision - Unanimous,, Will Campuzano, Chris Cariaso, Will Campuzano, Chris Cariaso,0,0,1,0,0,0,0,158,62,39,126,37,30.0,30,23,77.0,2,2,100.0,147,54,37.0,9,6,67.0,2,2,100.0,0,0,4,0,0,0,0,173,67,38,150,48,32.0,15,13,87.0,8,6,75.0,169,63,38.0,4,4,100.0,0,0,0
UFC Lightweight Title Bout,True,False, 5, Decision - Split,, Frankie Edgar, Gray Maynard,,,0,3,11,27,2,0,0,226,95,42,173,62,36.0,37,20,55.0,16,13,82.0,211,86,41.0,12,6,50.0,3,3,100.0,3,3,17,17,1,1,0,212,71,33,198,62,32.0,13,8,62.0,1,1,100.0,186,56,31.0,10,7,70.0,16,8,50.0
UFC Lightweight Title Bout,True,False, 5, Decision - Split,, Frankie Edgar, Gray Maynard,,,0,3,11,27,2,0,0,226,95,42,173,62,36.0,37,20,55.0,16,13,82.0,211,86,41.0,12,6,50.0,3,3,100.0,3,3,17,17,1,1,0,212,71,33,198,62,32.0,13,8,62.0,1,1,100.0,186,56,31.0,10,7,70.0,16,8,50.0
Middleweight Bout,False,False, 1, KO/TKO, Knee to Head In Clinch, Chris Leben, Brian Stann, Chris Leben, Brian Stann,0,0,2,0,0,0,0,25,7,28,16,2,13.0,5,3,60.0,4,2,50.0,15,3,20.0,10,4,40.0,0,0,0,3,0,0,0,1,0,0,50,30,60,40,22,56.0,8,7,88.0,2,1,50.0,19,10,53.0,18,12,67.0,13,8,62.0
Light Heavyweight Bout,False,True, 3, Overturned,, Brandon Vera, Thiago Silva,,,0,0,0,0,0,0,0,44,19,43,22,5,23.0,12,7,59.0,10,7,70.0,29,12,42.0,14,7,50.0,1,0,0.0,0,3,3,100,1,5,0,100,51,51,82,36,44.0,14,12,86.0,4,3,75.0,26,7,27.0,10,7,70.0,64,37,58.0
Light Heavyweight Bout,False,True, 3, Overturned,, Brandon Vera, Thiago Silva,,,0,0,0,0,0,0,0,44,19,43,22,5,23.0,12,7,59.0,10,7,70.0,29,12,42.0,14,7,50.0,1,0,0.0,0,3,3,100,1,5,0,100,51,51,82,36,44.0,14,12,86.0,4,3,75.0,26,7,27.0,10,7,70.0,64,37,58.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Nate Diaz, Dong Hyun Kim, Nate Diaz, Dong Hyun Kim,0,1,1,100,1,1,1,85,36,42,67,22,33.0,12,10,84.0,6,4,67.0,60,16,27.0,24,19,80.0,1,1,100.0,0,3,7,42,0,3,1,46,19,41,34,9,27.0,1,1,100.0,11,9,82.0,31,13,42.0,1,1,100.0,14,5,36.0
Lightweight Bout,False,False, 2, Submission, Guillotine Choke From Bottom Half Guard, Clay Guida, Takanori Gomi, Takanori Gomi, Clay Guida,0,0,0,0,0,0,0,81,14,17,78,11,15.0,3,3,100.0,0,0,0,80,13,17.0,1,1,100.0,0,0,0,0,3,9,33,2,2,0,61,12,19,57,10,18.0,4,2,50.0,0,0,0,59,11,19.0,0,0,0,2,1,50.0
Lightweight Bout,False,False, 3, KO/TKO, Punch to Head At Distance, Jeremy Stephens, Marcus Davis, Marcus Davis, Jeremy Stephens,0,2,4,50,0,2,0,76,17,22,68,13,20.0,3,1,34.0,5,3,60.0,75,17,23.0,1,0,0.0,0,0,0,1,0,4,0,2,0,0,68,25,36,51,9,18.0,9,8,89.0,8,8,100.0,57,15,27.0,8,8,100.0,3,2,67.0
Featherweight Bout,False,False, 3, Decision - Unanimous,, Dustin Poirier, Josh Grispi, Josh Grispi, Dustin Poirier,0,2,9,22,2,3,0,43,16,37,27,7,26.0,10,5,50.0,6,4,67.0,30,11,37.0,11,4,37.0,2,1,50.0,0,0,0,0,0,0,1,148,77,52,120,55,46.0,16,11,69.0,12,11,92.0,54,29,54.0,82,41,50.0,12,7,59.0
Middleweight Bout,False,False, 1, KO/TKO, Punches to Head In Clinch, Phil Baroni, Brad Tavares, Phil Baroni, Brad Tavares,1,0,0,0,1,1,0,16,11,68,11,6,55.0,4,4,100.0,1,1,100.0,5,2,40.0,3,2,67.0,8,7,88.0,1,0,3,0,0,0,0,31,22,70,23,15,66.0,4,4,100.0,4,3,75.0,11,8,73.0,10,8,80.0,10,6,60.0
Featherweight Bout,False,False, 3, Decision - Split,, Mike Brown, Diego Nunes, Mike Brown, Diego Nunes,0,4,16,25,0,2,0,117,68,58,67,26,39.0,13,9,70.0,37,33,90.0,52,13,25.0,40,32,80.0,25,23,92.0,0,0,1,0,0,0,0,111,65,58,64,27,43.0,31,25,81.0,16,13,82.0,75,41,55.0,34,23,68.0,2,1,50.0
Welterweight Bout,False,False, 1, Submission, Kimura From Side Control, Daniel Roberts, Greg Soto, Greg Soto, Daniel Roberts,0,0,0,0,1,0,0,13,6,46,11,5,46.0,2,1,50.0,0,0,0,9,2,23.0,2,2,100.0,2,2,100.0,0,1,2,50,2,1,0,13,3,23,13,3,24.0,0,0,0,0,0,0,12,3,25.0,0,0,0,1,0,0.0
Lightweight Bout,False,False, 3, Decision - Split,, Jacob Volkmann, Antonio McKee, Antonio McKee, Jacob Volkmann,0,1,4,25,0,0,1,55,25,45,43,14,33.0,9,8,89.0,3,3,100.0,44,17,39.0,5,4,80.0,6,4,67.0,0,1,2,50,2,2,0,47,10,21,37,3,9.0,2,2,100.0,8,5,63.0,44,7,16.0,0,0,0,3,3,100.0
UFC Welterweight Title Bout,False,False, 5, Decision - Unanimous,, Georges St-Pierre, Josh Koscheck, Josh Koscheck, Georges St-Pierre,0,1,4,25,0,0,0,134,16,11,128,12,10.0,6,4,67.0,0,0,0,127,10,8.0,6,5,84.0,1,1,100.0,0,4,9,44,0,0,0,259,110,42,186,65,35.0,18,5,28.0,55,40,73.0,249,102,41.0,10,8,80.0,0,0,0
Heavyweight Bout,False,False, 1, KO/TKO, Punches to Head From Mount, Stefan Struve, Sean McCorkle, Sean McCorkle, Stefan Struve,0,1,1,100,2,2,0,9,4,44,9,4,45.0,0,0,0,0,0,0,1,0,0.0,0,0,0,8,4,50.0,0,0,0,0,0,1,1,19,11,57,19,11,58.0,0,0,0,0,0,0,4,1,25.0,0,0,0,15,10,67.0
Lightweight Bout,False,False, 1, Submission, Kneebar On Ground, Jim Miller, Charles Oliveira, Charles Oliveira, Jim Miller,0,0,1,0,0,0,0,8,5,62,5,2,40.0,2,2,100.0,1,1,100.0,5,3,60.0,1,0,0.0,2,2,100.0,0,1,1,100,2,0,0,6,1,16,6,1,17.0,0,0,0,0,0,0,4,0,0.0,0,0,0,2,1,50.0
Lightweight Bout,False,False, 1, KO/TKO, Punch to Head At Distance, Joe Stevenson, Mac Danzig, Joe Stevenson, Mac Danzig,0,0,0,0,0,0,0,19,6,31,17,4,24.0,1,1,100.0,1,1,100.0,19,6,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,9,39,19,7,37.0,0,0,0,4,2,50.0,21,8,39.0,1,0,0.0,1,1,100.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Thiago Alves, John Howard, John Howard, Thiago Alves,0,0,2,0,0,0,0,124,37,29,89,15,17.0,12,6,50.0,23,16,70.0,110,30,28.0,14,7,50.0,0,0,0,1,2,2,100,0,2,0,185,73,39,139,36,26.0,7,5,72.0,39,32,83.0,166,66,40.0,11,4,37.0,8,3,38.0
Middleweight Bout,False,False, 3, Decision - Split,, Joe Doerksen, Dan Miller, Joe Doerksen, Dan Miller,0,0,0,0,2,0,1,29,12,41,26,9,35.0,2,2,100.0,1,1,100.0,17,7,42.0,2,0,0.0,10,5,50.0,0,5,5,100,1,2,0,47,18,38,45,17,38.0,2,1,50.0,0,0,0,17,2,12.0,0,0,0,30,16,54.0
Lightweight Bout,False,False, 1, Submission, Triangle Choke From Mount, Mark Bocek, Dustin Hazelett, Dustin Hazelett, Mark Bocek,0,0,0,0,0,0,0,3,0,0,3,0,0.0,0,0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,1,1,100,1,3,0,18,9,50,16,7,44.0,2,2,100.0,0,0,0,4,0,0.0,0,0,0,14,9,65.0
Middleweight Bout,True,False, 3, Decision - Majority,, Jesse Bongfeldt, Rafael Natal,,,0,2,6,33,0,7,2,81,53,65,65,38,59.0,8,8,100.0,8,7,88.0,29,13,45.0,7,6,86.0,45,34,76.0,0,5,8,62,0,4,0,23,13,56,19,10,53.0,2,1,50.0,2,2,100.0,8,2,25.0,9,6,67.0,6,5,84.0
Middleweight Bout,True,False, 3, Decision - Majority,, Jesse Bongfeldt, Rafael Natal,,,0,2,6,33,0,7,2,81,53,65,65,38,59.0,8,8,100.0,8,7,88.0,29,13,45.0,7,6,86.0,45,34,76.0,0,5,8,62,0,4,0,23,13,56,19,10,53.0,2,1,50.0,2,2,100.0,8,2,25.0,9,6,67.0,6,5,84.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, Matthew Riddle, Sean Pierson, Matthew Riddle, Sean Pierson,0,0,2,0,1,0,0,258,35,13,248,31,13.0,7,1,15.0,3,3,100.0,249,31,13.0,4,1,25.0,5,3,60.0,1,1,3,33,1,2,0,253,112,44,215,86,40.0,24,15,63.0,14,11,79.0,218,86,40.0,21,15,72.0,14,11,79.0
Welterweight Bout,False,False, 3, Decision - Unanimous,, TJ Grant, Ricardo Almeida, TJ Grant, Ricardo Almeida,0,0,1,0,0,0,1,18,6,33,14,2,15.0,1,1,100.0,3,3,100.0,9,3,34.0,5,1,20.0,4,2,50.0,0,6,8,75,0,9,0,85,48,56,78,41,53.0,5,5,100.0,2,2,100.0,15,8,54.0,2,1,50.0,68,39,58.0
Lightweight Bout,False,False, 3, Decision - Unanimous,, Pat Audinwood, John Makdessi, Pat Audinwood, John Makdessi,0,1,2,50,0,0,0,162,19,11,136,9,7.0,19,8,43.0,7,2,29.0,161,19,12.0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,127,74,58,77,42,55.0,19,9,48.0,31,23,75.0,122,71,59.0,2,2,100.0,3,1,34.0
Ultimate Fighter 12 Lightweight Tournament Title Bout,False,False, 3, Decision - Unanimous,, Jonathan Brookins, Michael Johnson, Michael Johnson, Jonathan Brookins,1,0,1,0,0,0,1,62,30,48,55,24,44.0,3,2,67.0,4,4,100.0,44,18,41.0,13,10,77.0,5,2,40.0,0,3,13,23,0,4,0,67,32,47,67,32,48.0,0,0,0,0,0,0,30,7,24.0,4,2,50.0,33,23,70.0
Light Heavyweight Bout,False,False, 3, Decision - Unanimous,, Stephan Bonnar, Igor Pokrajac, Igor Pokrajac, Stephan Bonnar,0,0,1,0,0,0,1,55,23,41,47,16,35.0,6,5,84.0,2,2,100.0,38,10,27.0,12,9,75.0,5,4,80.0,0,3,5,60,1,7,1,80,44,55,50,19,38.0,28,23,83.0,2,2,100.0,28,10,36.0,26,16,62.0,26,18,70.0
Middleweight Bout,False,False, 3, Decision - Unanimous,, Kendall Grove, Demian Maia, Kendall Grove, Demian Maia,0,0,0,0,0,0,0,68,18,26,66,17,26.0,1,1,100.0,1,0,0.0,62,13,21.0,5,4,80.0,1,1,100.0,0,5,13,38,1,6,0,79,42,53,64,29,46.0,12,11,92.0,3,2,67.0,40,12,30.0,2,1,50.0,37,29,79.0
